agent_id,risk_type,risk_exposure,risk_factor,step,agent_type
Renter_39,deposit_loss,2.600427059120603,0.09082927828316524,4,Renter
Renter_19,deposit_loss,2.435967122017216,0.08628628264932374,4,Renter
Renter_36,deposit_loss,4.648538589793428,0.18135433524719233,4,Renter
Renter_25,deposit_loss,4.46470458309974,0.22930430953375844,4,Renter
Renter_41,deposit_loss,2.435967122017216,0.2014199750144475,4,Renter
Renter_49,deposit_loss,5.0919509051822205,0.2945500960337604,4,Renter
Renter_8,deposit_loss,3.099025726528952,0.12843746598340974,4,Renter
Renter_22,deposit_loss,3.2473748411882513,0.14772789862800223,4,Renter
Renter_46,deposit_loss,5.748435466776273,0.3067070527618616,4,Renter
Renter_24,deposit_loss,3.2473748411882513,0.11075218585473394,4,Renter
Renter_18,deposit_loss,2.7740346640696574,0.12023274063832472,4,Renter
Renter_23,deposit_loss,5.748435466776273,0.21061859006819528,4,Renter
Renter_13,deposit_loss,5.0919509051822205,0.19384016429047535,4,Renter
Renter_2,deposit_loss,1.849356442713105,0.259930548719325,4,Renter
Renter_10,deposit_loss,5.748435466776273,0.23364596176298458,4,Renter
Lender_0,default_risk,0.0,0.0,4,Lender
Lender_0,default_risk,0.0,0.0,4,Lender
Lender_0,default_risk,0.0,0.0,4,Lender
Lender_0,default_risk,0.0,0.0,4,Lender
Lender_0,default_risk,0.0,0.0,4,Lender
Lender_0,default_risk,0.0,0.0,4,Lender
Landlord_8,property_damage,0.0,0.0,5,Landlord
Landlord_3,property_damage,2.23235229154987,0.3333333333333333,5,Landlord
Landlord_6,property_damage,0.0,0.0,5,Landlord
Landlord_2,property_damage,0.0,0.0,5,Landlord
Landlord_7,property_damage,0.0,0.0,5,Landlord
Landlord_4,property_damage,0.0,0.0,5,Landlord
Landlord_4,property_damage,0.0,0.0,5,Landlord
Landlord_9,property_damage,0.0,0.0,5,Landlord
Landlord_1,property_damage,1.6973169683940732,0.33333333333333326,5,Landlord
Landlord_3,property_damage,2.23235229154987,0.3333333333333333,5,Landlord
Landlord_7,property_damage,0.0,0.0,5,Landlord
Landlord_2,property_damage,0.0,0.0,5,Landlord
Landlord_8,property_damage,0.0,0.0,5,Landlord
Landlord_3,property_damage,2.23235229154987,0.3333333333333333,5,Landlord
Landlord_2,property_damage,0.0,0.0,5,Landlord
Landlord_1,property_damage,0.0,0.0,5,Landlord
Landlord_8,property_damage,1.549512863264476,0.3333333333333333,5,Landlord
Landlord_9,property_damage,0.0,0.0,5,Landlord
Landlord_4,property_damage,0.0,0.0,5,Landlord
Landlord_9,property_damage,0.0,0.0,5,Landlord
Landlord_6,property_damage,0.0,0.0,5,Landlord
Landlord_4,property_damage,0.0,0.0,5,Landlord
Landlord_1,property_damage,0.0,0.0,5,Landlord
Landlord_6,property_damage,0.9246782213565523,0.33333333333333326,5,Landlord
Landlord_4,property_damage,0.0,0.0,5,Landlord
Renter_33,deposit_loss,4.648538589793428,0.16952219374583,5,Renter
Renter_1,deposit_loss,4.46470458309974,0.2941352368961155,5,Renter
Renter_35,deposit_loss,2.7740346640696574,0.22137069258945938,5,Renter
Renter_14,deposit_loss,2.435967122017216,0.1213008529286306,5,Renter
Renter_4,deposit_loss,2.600427059120603,0.08913151719876805,5,Renter
Renter_7,deposit_loss,5.748435466776273,0.2066021990293024,5,Renter
Renter_12,deposit_loss,5.748435466776273,0.2919372338892457,5,Renter
Renter_16,deposit_loss,3.2473748411882513,0.10939341426096025,5,Renter
Renter_38,deposit_loss,3.3946339367881473,0.15008242019962603,5,Renter
Renter_11,deposit_loss,4.46470458309974,0.21940012062508116,5,Renter
Renter_39,deposit_loss,2.600427059120603,0.09082927828316524,5,Renter
Renter_19,deposit_loss,2.435967122017216,0.08628628264932374,5,Renter
Renter_36,deposit_loss,4.648538589793428,0.18135433524719233,5,Renter
Renter_25,deposit_loss,4.46470458309974,0.22930430953375844,5,Renter
Renter_41,deposit_loss,2.435967122017216,0.2014199750144475,5,Renter
Renter_49,deposit_loss,5.0919509051822205,0.2945500960337604,5,Renter
Renter_8,deposit_loss,3.099025726528952,0.12843746598340974,5,Renter
Renter_22,deposit_loss,3.2473748411882513,0.14772789862800223,5,Renter
Renter_46,deposit_loss,5.748435466776273,0.3067070527618616,5,Renter
Renter_24,deposit_loss,3.2473748411882513,0.11075218585473394,5,Renter
Renter_18,deposit_loss,2.7740346640696574,0.12023274063832472,5,Renter
Renter_23,deposit_loss,5.748435466776273,0.21061859006819528,5,Renter
Renter_13,deposit_loss,5.0919509051822205,0.19384016429047535,5,Renter
Renter_2,deposit_loss,1.849356442713105,0.259930548719325,5,Renter
Renter_10,deposit_loss,5.748435466776273,0.23364596176298458,5,Renter
Lender_0,default_risk,0.0,0.0,5,Lender
Lender_0,default_risk,0.0,0.0,5,Lender
Lender_0,default_risk,0.0,0.0,5,Lender
Lender_0,default_risk,0.0,0.0,5,Lender
Lender_0,default_risk,0.0,0.0,5,Lender
Lender_0,default_risk,0.0,0.0,5,Lender
Landlord_8,property_damage,0.0,0.0,6,Landlord
Landlord_3,property_damage,2.23235229154987,0.3333333333333333,6,Landlord
Landlord_6,property_damage,0.0,0.0,6,Landlord
Landlord_2,property_damage,0.0,0.0,6,Landlord
Landlord_7,property_damage,0.0,0.0,6,Landlord
Landlord_4,property_damage,0.0,0.0,6,Landlord
Landlord_4,property_damage,0.0,0.0,6,Landlord
Landlord_9,property_damage,0.0,0.0,6,Landlord
Landlord_1,property_damage,1.6973169683940732,0.33333333333333326,6,Landlord
Landlord_3,property_damage,2.23235229154987,0.3333333333333333,6,Landlord
Landlord_7,property_damage,0.0,0.0,6,Landlord
Landlord_2,property_damage,0.0,0.0,6,Landlord
Landlord_8,property_damage,0.0,0.0,6,Landlord
Landlord_3,property_damage,2.23235229154987,0.3333333333333333,6,Landlord
Landlord_2,property_damage,0.0,0.0,6,Landlord
Landlord_1,property_damage,0.0,0.0,6,Landlord
Landlord_8,property_damage,1.549512863264476,0.3333333333333333,6,Landlord
Landlord_9,property_damage,0.0,0.0,6,Landlord
Landlord_4,property_damage,0.0,0.0,6,Landlord
Landlord_9,property_damage,0.0,0.0,6,Landlord
Landlord_6,property_damage,0.0,0.0,6,Landlord
Landlord_4,property_damage,0.0,0.0,6,Landlord
Landlord_1,property_damage,0.0,0.0,6,Landlord
Landlord_6,property_damage,0.9246782213565523,0.33333333333333326,6,Landlord
Landlord_4,property_damage,0.0,0.0,6,Landlord
Renter_33,deposit_loss,4.648538589793428,0.16952219374583,6,Renter
Renter_1,deposit_loss,4.46470458309974,0.2941352368961155,6,Renter
Renter_35,deposit_loss,2.7740346640696574,0.22137069258945938,6,Renter
Renter_14,deposit_loss,2.435967122017216,0.1213008529286306,6,Renter
Renter_4,deposit_loss,2.600427059120603,0.08913151719876805,6,Renter
Renter_7,deposit_loss,5.748435466776273,0.2066021990293024,6,Renter
Renter_12,deposit_loss,5.748435466776273,0.2919372338892457,6,Renter
Renter_16,deposit_loss,3.2473748411882513,0.10939341426096025,6,Renter
Renter_38,deposit_loss,3.3946339367881473,0.15008242019962603,6,Renter
Renter_11,deposit_loss,4.46470458309974,0.21940012062508116,6,Renter
Renter_39,deposit_loss,2.600427059120603,0.09082927828316524,6,Renter
Renter_19,deposit_loss,2.435967122017216,0.08628628264932374,6,Renter
Renter_36,deposit_loss,4.648538589793428,0.18135433524719233,6,Renter
Renter_25,deposit_loss,4.46470458309974,0.22930430953375844,6,Renter
Renter_41,deposit_loss,2.435967122017216,0.2014199750144475,6,Renter
Renter_49,deposit_loss,5.0919509051822205,0.2945500960337604,6,Renter
Renter_8,deposit_loss,3.099025726528952,0.12843746598340974,6,Renter
Renter_22,deposit_loss,3.2473748411882513,0.14772789862800223,6,Renter
Renter_46,deposit_loss,5.748435466776273,0.3067070527618616,6,Renter
Renter_24,deposit_loss,3.2473748411882513,0.11075218585473394,6,Renter
Renter_18,deposit_loss,2.7740346640696574,0.12023274063832472,6,Renter
Renter_23,deposit_loss,5.748435466776273,0.21061859006819528,6,Renter
Renter_13,deposit_loss,5.0919509051822205,0.19384016429047535,6,Renter
Renter_2,deposit_loss,1.849356442713105,0.259930548719325,6,Renter
Renter_10,deposit_loss,5.748435466776273,0.23364596176298458,6,Renter
Lender_0,default_risk,0.0,0.0,6,Lender
Lender_0,default_risk,0.0,0.0,6,Lender
Lender_0,default_risk,0.0,0.0,6,Lender
Lender_0,default_risk,0.0,0.0,6,Lender
Lender_0,default_risk,0.0,0.0,6,Lender
Lender_0,default_risk,0.0,0.0,6,Lender
Landlord_8,property_damage,0.0,0.0,7,Landlord
Landlord_3,property_damage,2.23235229154987,0.3333333333333333,7,Landlord
Landlord_6,property_damage,0.0,0.0,7,Landlord
Landlord_2,property_damage,0.0,0.0,7,Landlord
Landlord_7,property_damage,0.0,0.0,7,Landlord
Landlord_4,property_damage,0.0,0.0,7,Landlord
Landlord_4,property_damage,0.0,0.0,7,Landlord
Landlord_9,property_damage,0.0,0.0,7,Landlord
Landlord_1,property_damage,1.6973169683940732,0.33333333333333326,7,Landlord
Landlord_3,property_damage,2.23235229154987,0.3333333333333333,7,Landlord
Landlord_7,property_damage,0.0,0.0,7,Landlord
Landlord_2,property_damage,0.0,0.0,7,Landlord
Landlord_8,property_damage,0.0,0.0,7,Landlord
Landlord_3,property_damage,2.23235229154987,0.3333333333333333,7,Landlord
Landlord_2,property_damage,0.0,0.0,7,Landlord
Landlord_1,property_damage,0.0,0.0,7,Landlord
Landlord_8,property_damage,1.549512863264476,0.3333333333333333,7,Landlord
Landlord_9,property_damage,0.0,0.0,7,Landlord
Landlord_4,property_damage,0.0,0.0,7,Landlord
Landlord_9,property_damage,0.0,0.0,7,Landlord
Landlord_6,property_damage,0.0,0.0,7,Landlord
Landlord_4,property_damage,0.0,0.0,7,Landlord
Landlord_1,property_damage,0.0,0.0,7,Landlord
Landlord_6,property_damage,0.9246782213565523,0.33333333333333326,7,Landlord
Landlord_4,property_damage,0.0,0.0,7,Landlord
Renter_33,deposit_loss,4.648538589793428,0.16952219374583,7,Renter
Renter_1,deposit_loss,4.46470458309974,0.2941352368961155,7,Renter
Renter_35,deposit_loss,2.7740346640696574,0.22137069258945938,7,Renter
Renter_14,deposit_loss,2.435967122017216,0.1213008529286306,7,Renter
Renter_4,deposit_loss,2.600427059120603,0.08913151719876805,7,Renter
Renter_7,deposit_loss,5.748435466776273,0.2066021990293024,7,Renter
Renter_12,deposit_loss,5.748435466776273,0.2919372338892457,7,Renter
Renter_16,deposit_loss,3.2473748411882513,0.10939341426096025,7,Renter
Renter_38,deposit_loss,3.3946339367881473,0.15008242019962603,7,Renter
Renter_11,deposit_loss,4.46470458309974,0.21940012062508116,7,Renter
Renter_39,deposit_loss,2.600427059120603,0.09082927828316524,7,Renter
Renter_19,deposit_loss,2.435967122017216,0.08628628264932374,7,Renter
Renter_36,deposit_loss,4.648538589793428,0.18135433524719233,7,Renter
Renter_25,deposit_loss,4.46470458309974,0.22930430953375844,7,Renter
Renter_41,deposit_loss,2.435967122017216,0.2014199750144475,7,Renter
Renter_49,deposit_loss,5.0919509051822205,0.2945500960337604,7,Renter
Renter_8,deposit_loss,3.099025726528952,0.12843746598340974,7,Renter
