,Avg_Landlord_Risk,Avg_Renter_Risk,Avg_Lender_Risk,Total_Landlord_Risk,Total_Renter_Risk,Total_Lender_Risk,Total_Risk,Landlord_Pct,Renter_Pct,Lender_Pct
0,0.0,0.0,0.0,0.0,0.0,0,,,,
1,0.0,4.1507432960711315,0.0,0.0,24.90445977642679,0,24.90445977642679,0.0,1.0,0.0
2,0.3022822507649187,3.957272413477727,0.0,3.9296692599439433,51.44454137521045,0,55.37421063515439,0.07096569350370455,0.9290343064962955,0.0
3,0.20682469789178648,4.174413956569339,0.0,3.9296692599439433,79.31386517481745,0,83.2435344347614,0.04720690065152935,0.9527930993484706,0.0
4,0.28009188870426427,4.038698084331898,0.0,6.1620215514938135,88.85135785530176,0,95.01337940679556,0.06485425094829426,0.9351457490517058,0.0
5,0.28346799091401464,4.061644026798934,0.0,7.086699772850366,101.54110066997335,0,108.62780044282371,0.06523836203956329,0.9347616379604368,0.0
6,0.28346799091401464,4.061644026798934,0.0,7.086699772850366,101.54110066997335,0,108.62780044282371,0.06523836203956329,0.9347616379604368,0.0
7,0.2561544137825989,4.08895760393035,0.0,6.403860344564972,102.22394009825874,0,108.62780044282371,0.05895231532314462,0.9410476846768554,0.0
8,0.34544850544459366,3.9996635122683553,0.0,8.636212636114841,99.99158780670886,0,108.62780044282371,0.07950278474671423,0.9204972152532858,0.0
9,0.34544850544459366,3.9996635122683553,0.0,8.636212636114841,99.99158780670886,0,108.62780044282371,0.07950278474671423,0.9204972152532858,0.0
10,0.34544850544459366,3.9996635122683553,0.0,8.636212636114841,99.99158780670886,0,108.62780044282371,0.07950278474671423,0.9204972152532858,0.0
11,0.43474259710658847,3.91036942060636,0.0,10.868564927664712,97.75923551515899,0,108.6278004428237,0.10005325417028385,0.8999467458297162,0.0
12,0.3727620825760094,3.972349935136939,0.0,9.319052064400237,99.30874837842347,0,108.62780044282371,0.0857888314631329,0.9142111685368671,0.0
13,0.3668499183708256,3.9782620993421234,0.0,9.171247959270639,99.45655248355307,0,108.62780044282371,0.08442818433111816,0.9155718156688818,0.0
14,0.2561544137825989,4.08895760393035,0.0,6.403860344564972,102.22394009825874,0,108.62780044282371,0.05895231532314462,0.9410476846768554,0.0
15,0.34544850544459366,3.9996635122683553,0.0,8.636212636114841,99.99158780670886,0,108.62780044282371,0.07950278474671423,0.9204972152532858,0.0
16,0.43474259710658847,3.91036942060636,0.0,10.868564927664712,97.75923551515899,0,108.6278004428237,0.10005325417028385,0.8999467458297162,0.0
17,0.43474259710658847,3.91036942060636,0.0,10.868564927664712,97.75923551515899,0,108.6278004428237,0.10005325417028385,0.8999467458297162,0.0
18,0.43474259710658847,3.91036942060636,0.0,10.868564927664712,97.75923551515899,0,108.6278004428237,0.10005325417028385,0.8999467458297162,0.0
19,0.30486940384024647,4.040242613872702,0.0,7.621735096006162,101.00606534681754,0,108.6278004428237,0.07016376162396722,0.9298362383760328,0.0
20,0.3727620825760094,3.972349935136939,0.0,9.319052064400237,99.30874837842347,0,108.62780044282371,0.0857888314631329,0.9142111685368671,0.0
21,0.1941738992520198,4.150938118460929,0.0,4.854347481300495,103.77345296152322,0,108.62780044282371,0.044687892615993666,0.9553121073840064,0.0
22,0.43474259710658847,3.91036942060636,0.0,10.868564927664712,97.75923551515899,0,108.6278004428237,0.10005325417028385,0.8999467458297162,0.0
23,0.34544850544459366,3.9996635122683553,0.0,8.636212636114841,99.99158780670886,0,108.62780044282371,0.07950278474671423,0.9204972152532858,0.0
24,0.43474259710658847,3.91036942060636,0.0,10.868564927664712,97.75923551515899,0,108.6278004428237,0.10005325417028385,0.8999467458297162,0.0
25,0.3668499183708256,3.9782620993421234,0.0,9.171247959270639,99.45655248355307,0,108.62780044282371,0.08442818433111816,0.9155718156688818,0.0
26,0.43474259710658847,3.91036942060636,0.0,10.868564927664712,97.75923551515899,0,108.6278004428237,0.10005325417028385,0.8999467458297162,0.0
27,0.28346799091401464,4.061644026798934,0.0,7.086699772850366,101.54110066997335,0,108.62780044282371,0.06523836203956329,0.9347616379604368,0.0
28,0.34544850544459366,3.9996635122683553,0.0,8.636212636114841,99.99158780670886,0,108.62780044282371,0.07950278474671423,0.9204972152532858,0.0
29,0.30846137659033157,4.036650641122617,0.0,7.711534414758289,100.91626602806542,0,108.62780044282371,0.07099043139345584,0.9290095686065442,0.0
30,0.30846137659033157,4.036650641122617,0.0,7.711534414758289,100.91626602806542,0,108.62780044282371,0.07099043139345584,0.9290095686065442,0.0
31,0.43474259710658847,3.91036942060636,0.0,10.868564927664712,97.75923551515899,0,108.6278004428237,0.10005325417028385,0.8999467458297162,0.0
32,0.43474259710658847,3.91036942060636,0.0,10.868564927664712,97.75923551515899,0,108.6278004428237,0.10005325417028385,0.8999467458297162,0.0
33,0.34544850544459366,3.9996635122683553,0.0,8.636212636114841,99.99158780670886,0,108.62780044282371,0.07950278474671423,0.9204972152532858,0.0
34,0.28346799091401464,4.061644026798934,0.0,7.086699772850366,101.54110066997335,0,108.62780044282371,0.06523836203956329,0.9347616379604368,0.0
35,0.3727620825760094,3.972349935136939,0.0,9.319052064400237,99.30874837842347,0,108.62780044282371,0.0857888314631329,0.9142111685368671,0.0
36,0.24648086205975253,4.098631155653196,0.0,6.1620215514938135,102.4657788913299,0,108.62780044282371,0.0567260086863049,0.9432739913136952,0.0
37,0.43474259710658847,3.91036942060636,0.0,10.868564927664712,97.75923551515899,0,108.6278004428237,0.10005325417028385,0.8999467458297162,0.0
